medal_type,medal_code,medal_date,name,country_code,gender,discipline,event,event_type,url_event,code,age
Bronze,3,2024-08-02,France,FRA,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,EQUOJUMPTEAMFRA01,
Gold,1,2024-08-02,Hungary,HUN,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,FENMTEAMEPEEHUN01,
Silver,2,2024-08-02,Japan,JPN,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,FENMTEAMEPEEJPN01,
Bronze,3,2024-08-02,Czechia,CZE,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,FENMTEAMEPEECZE01,
Gold,1,2024-08-02,Teddy RINER,FRA,M,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--,1891323,35.0
Silver,2,2024-08-02,KIM Minjong,KOR,M,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--,1928072,23.0
Bronze,3,2024-08-02,Temur RAKHIMOV,TJK,M,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/repf000100--,1567512,27.0
Bronze,3,2024-08-02,Alisher YUSUPOV,UZB,M,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/repf000200--,1566931,25.0
Gold,1,2024-08-02,Beatriz SOUZA,BRA,W,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/fnl-000100--,1953777,26.0
Silver,2,2024-08-02,Raz HERSHKO,ISR,W,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/fnl-000100--,1892796,26.0
Bronze,3,2024-08-02,KIM Hayun,KOR,W,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/repf000100--,1928070,24.0
Bronze,3,2024-08-02,Romane DICKO,FRA,W,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/repf000200--,1891300,24.0
Gold,1,2024-08-02,Ireland,IRL,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,ROWMSCULL2-LIRL01,
Silver,2,2024-08-02,Italy,ITA,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,ROWMSCULL2-LITA01,
Bronze,3,2024-08-02,Greece,GRE,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,ROWMSCULL2-LGRE01,
Gold,1,2024-08-02,Great Britain,GBR,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,ROWWSCULL2-LGBR01,
Silver,2,2024-08-02,Romania,ROU,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,ROWWSCULL2-LROU01,
Bronze,3,2024-08-02,Greece,GRE,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,ROWWSCULL2-LGRE01,
Gold,1,2024-08-02,Croatia,CRO,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,ROWMNOCOX2--CRO01,
Silver,2,2024-08-02,Great Britain,GBR,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,ROWMNOCOX2--GBR01,
Bronze,3,2024-08-02,Switzerland,SUI,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,ROWMNOCOX2--SUI01,
Gold,1,2024-08-02,Netherlands,NED,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,ROWWNOCOX2--NED01,
Silver,2,2024-08-02,Romania,ROU,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,ROWWNOCOX2--ROU01,
Bronze,3,2024-08-02,Australia,AUS,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,ROWWNOCOX2--AUS01,
Gold,1,2024-08-02,BOTIN/TRITTEL,ESP,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,SALM49ER----ESP01,
Silver,2,2024-08-02,McHARDIE/McKENZIE,NZL,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,SALM49ER----NZL01,
Bronze,3,2024-08-02,BARROWS/HENKEN,USA,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,SALM49ER----USA01,
Gold,1,2024-08-02,AANHOLT/DUETZ,NED,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,SALW49ERFX--NED01,
Silver,2,2024-08-02,BOBECK/NETZLER,SWE,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,SALW49ERFX--SWE01,
Bronze,3,2024-08-02,STEYAERT/PICON,FRA,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,SALW49ERFX--FRA01,
Gold,1,2024-08-02,Chiara LEONE,SUI,W,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,1977709,26.0
Silver,2,2024-08-02,Sagen MADDALENA,USA,W,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,1944373,30.0
Bronze,3,2024-08-02,ZHANG Qiongyue,CHN,W,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,1913972,20.0
Gold,1,2024-08-02,Leon MARCHAND,FRA,M,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,1909294,22.0
Silver,2,2024-08-02,Duncan SCOTT,GBR,M,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,1903621,27.0
Bronze,3,2024-08-02,WANG Shun,CHN,M,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,1945186,30.0
Gold,1,2024-08-02,Cameron McEVOY,AUS,M,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,1946161,30.0
Silver,2,2024-08-02,Benjamin PROUD,GBR,M,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,1903616,29.0
Bronze,3,2024-08-02,Florent MANAUDOU,FRA,M,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,1909292,33.0
Gold,1,2024-08-02,Kaylee McKEOWN,AUS,W,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,1946198,23.0
Silver,2,2024-08-02,Regan SMITH,USA,W,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,1935984,22.0
Bronze,3,2024-08-02,Kylie MASSE,CAN,W,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,1967104,28.0
Gold,1,2024-08-02,SINIAKOVA/MACHAC,CZE,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,TENXDOUBLES-CZE01,
Silver,2,2024-08-02,WANG/ZHANG,CHN,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,TENXDOUBLES-CHN01,
Bronze,3,2024-08-02,DABROWSKI/AUGER-ALIAS,CAN,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--,TENXDOUBLES-CAN01,
Bronze,3,2024-08-02,Iga SWIATEK,POL,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000200--,1931815,23.0
Gold,1,2024-08-02,Ivan LITVINOVICH,AIN,M,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,1937347,23.0
Silver,2,2024-08-02,WANG Zisai,CHN,M,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,1918790,18.0
Bronze,3,2024-08-02,YAN Langyu,CHN,M,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,1918789,24.0
Gold,1,2024-08-02,Bryony PAGE,GBR,W,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1904745,33.0
Silver,2,2024-08-02,Viyaleta BARDZILOUSKAYA,AIN,W,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1938437,19.0
Bronze,3,2024-08-02,Sophiane METHOT,CAN,W,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1973102,25.0
Gold,1,2024-08-03,LIM Sihyeon,KOR,W,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000100--,1902147,21.0
Silver,2,2024-08-03,NAM Suhyeon,KOR,W,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000100--,1902148,19.0
Bronze,3,2024-08-03,Lisa BARBELIN,FRA,W,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000200--,1541265,24.0
Gold,1,2024-08-03,Carlos Edriel YULO,PHI,M,Artistic Gymnastics,Men's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--,1975874,24.0
Silver,2,2024-08-03,Artem DOLGOPYAT,ISR,M,Artistic Gymnastics,Men's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--,1908195,27.0
Bronze,3,2024-08-03,Jake JARMAN,GBR,M,Artistic Gymnastics,Men's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--,1904741,22.0
Gold,1,2024-08-03,Rhys MC CLENAGHAN,IRL,M,Artistic Gymnastics,Men's Pommel Horse,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-pommel-horse/fnl-000001--,1539986,25.0
Silver,2,2024-08-03,Nariman KURBANOV,KAZ,M,Artistic Gymnastics,Men's Pommel Horse,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-pommel-horse/fnl-000001--,1931577,26.0
Bronze,3,2024-08-03,Stephen NEDOROSCIK,USA,M,Artistic Gymnastics,Men's Pommel Horse,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-pommel-horse/fnl-000001--,1959865,25.0
Gold,1,2024-08-03,Simone BILES,USA,W,Artistic Gymnastics,Women's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--,1959861,27.0
Silver,2,2024-08-03,Rebeca ANDRADE,BRA,W,Artistic Gymnastics,Women's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--,1953634,25.0
Bronze,3,2024-08-03,Jade CAREY,USA,W,Artistic Gymnastics,Women's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--,1959819,24.0
Gold,1,2024-08-03,Netherlands,NED,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,ATHX4X400M--NED01,
Silver,2,2024-08-03,United States,USA,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,ATHX4X400M--USA01,
Bronze,3,2024-08-03,Great Britain,GBR,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,ATHX4X400M--GBR01,
Gold,1,2024-08-03,Markus ROOTH,NOR,M,Athletics,Men's Decathlon,ATH,/en/paris-2024/results/athletics/men-s-decathlon/1500--------,1878353,22.0
Silver,2,2024-08-03,Leo NEUGEBAUER,GER,M,Athletics,Men's Decathlon,ATH,/en/paris-2024/results/athletics/men-s-decathlon/1500--------,1920180,24.0
Bronze,3,2024-08-03,Lindon VICTOR,GRN,M,Athletics,Men's Decathlon,ATH,/en/paris-2024/results/athletics/men-s-decathlon/1500--------,1573388,31.0
Gold,1,2024-08-03,Ryan CROUSER,USA,M,Athletics,Men's Shot Put,ATH,/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--,1960688,31.0
Silver,2,2024-08-03,Joe KOVACS,USA,M,Athletics,Men's Shot Put,ATH,/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--,1965246,35.0
Bronze,3,2024-08-03,Rajindra CAMPBELL,JAM,M,Athletics,Men's Shot Put,ATH,/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--,1564189,28.0
Gold,1,2024-08-03,Julien ALFRED,LCA,W,Athletics,Women's 100m,ATH,/en/paris-2024/results/athletics/women-s-100m/fnl-000100--,1537325,23.0
Silver,2,2024-08-03,Sha'carri RICHARDSON,USA,W,Athletics,Women's 100m,ATH,/en/paris-2024/results/athletics/women-s-100m/fnl-000100--,1960181,24.0
Bronze,3,2024-08-03,Melissa JEFFERSON,USA,W,Athletics,Women's 100m,ATH,/en/paris-2024/results/athletics/women-s-100m/fnl-000100--,1961011,23.0
Gold,1,2024-08-03,Thea LAFOND,DMA,W,Athletics,Women's Triple Jump,ATH,/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--,1908333,30.0
Silver,2,2024-08-03,Shanieka RICKETTS,JAM,W,Athletics,Women's Triple Jump,ATH,/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--,1536885,32.0
Bronze,3,2024-08-03,Jasmine MOORE,USA,W,Athletics,Women's Triple Jump,ATH,/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--,1965250,23.0
Gold,1,2024-08-03,CHEN/JIA,CHN,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,BDMWDOUBLES-CHN02,
Silver,2,2024-08-03,LIU/TAN,CHN,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,BDMWDOUBLES-CHN01,
Bronze,3,2024-08-03,MATSUYAMA/SHIDA,JPN,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000200--,BDMWDOUBLES-JPN01,
Bronze,3,2024-08-03,WU Shih Yi,TPE,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/sfnl000100--,1887970,26.0
Bronze,3,2024-08-03,Beatriz Iasmin SOARES FERREIRA,BRA,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/sfnl000200--,1952540,31.0
Gold,1,2024-08-03,Remco EVENEPOEL,BEL,M,Cycling Road,Men's Road Race,ATH,/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--,1903136,24.0
Silver,2,2024-08-03,Valentin MADOUAS,FRA,M,Cycling Road,Men's Road Race,ATH,/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--,1895699,28.0
Bronze,3,2024-08-03,Christophe LAPORTE,FRA,M,Cycling Road,Men's Road Race,ATH,/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--,1895694,31.0
Gold,1,2024-08-03,Germany,GER,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,EQUODRESTEAMGER01,
Silver,2,2024-08-03,Denmark,DEN,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,EQUODRESTEAMDEN01,
Bronze,3,2024-08-03,Great Britain,GBR,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,EQUODRESTEAMGBR01,
Gold,1,2024-08-03,Ukraine,UKR,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,FENWTEAMSABRUKR01,
Silver,2,2024-08-03,Korea,KOR,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,FENWTEAMSABRKOR01,
Bronze,3,2024-08-03,Japan,JPN,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,FENWTEAMSABRJPN01,
Gold,1,2024-08-03,France,FRA,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,JUDXTEAM6---FRA01,
Silver,2,2024-08-03,Japan,JPN,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,JUDXTEAM6---JPN01,
Bronze,3,2024-08-03,Brazil,BRA,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,JUDXTEAM6---BRA01,
Bronze,3,2024-08-03,Korea,KOR,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,JUDXTEAM6---KOR01,
Gold,1,2024-08-03,Great Britain,GBR,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,ROWMCOXED8--GBR01,
Silver,2,2024-08-03,Netherlands,NED,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,ROWMCOXED8--NED01,
Bronze,3,2024-08-03,United States,USA,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,ROWMCOXED8--USA01,
Gold,1,2024-08-03,Oliver ZEIDLER,GER,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------,1906515,28.0
Silver,2,2024-08-03,Yauheni ZALATY,AIN,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------,1538160,24.0
Bronze,3,2024-08-03,Simon van DORP,NED,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------,1965599,27.0
Gold,1,2024-08-03,Romania,ROU,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,ROWWCOXED8--ROU01,
Silver,2,2024-08-03,Canada,CAN,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,ROWWCOXED8--CAN01,
Bronze,3,2024-08-03,Great Britain,GBR,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,ROWWCOXED8--GBR01,
Gold,1,2024-08-03,Karolien FLORIJN,NED,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------,1965558,26.0
Silver,2,2024-08-03,Emma TWIGG,NZL,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------,1927027,37.0
Bronze,3,2024-08-03,Viktorija SENKUTE,LTU,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------,1941956,28.0
Gold,1,2024-08-03,Tom REUVENY,ISR,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--,1927680,24.0
Silver,2,2024-08-03,Grae MORRIS,AUS,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--,1945982,20.0
Bronze,3,2024-08-03,Luuc van OPZEELAND,NED,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--,1970505,25.0
Gold,1,2024-08-03,Marta MAGGETTI,ITA,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1899653,28.0
Silver,2,2024-08-03,Sharon KANTOR,ISR,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1927733,21.0
Bronze,3,2024-08-03,Emma WILSON,GBR,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1899748,25.0
Gold,1,2024-08-03,YANG Jiin,KOR,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,1893995,21.0
Silver,2,2024-08-03,Camille JEDRZEJEWSKI,FRA,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,1888429,22.0
Bronze,3,2024-08-03,Veronika MAJOR,HUN,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,1899493,27.0
Gold,1,2024-08-03,Vincent HANCOCK,USA,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,1944354,35.0
Silver,2,2024-08-03,Conner Lynn PRINCE,USA,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,1944385,24.0
Bronze,3,2024-08-03,LEE Meng Yuan,TPE,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,1569852,29.0
Gold,1,2024-08-03,Kristof MILAK,HUN,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,1905860,24.0
Silver,2,2024-08-03,Josh LIENDO,CAN,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,1967069,21.0
Bronze,3,2024-08-03,Ilya KHARUN,CAN,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,1967058,19.0
Gold,1,2024-08-03,United States,USA,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--,SWMX4X100MMDUSA01,
Silver,2,2024-08-03,China,CHN,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--,SWMX4X100MMDCHN01,
Bronze,3,2024-08-03,Australia,AUS,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--,SWMX4X100MMDAUS01,
Gold,1,2024-08-03,Summer McINTOSH,CAN,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,1967140,17.0
Silver,2,2024-08-03,Kate DOUGLASS,USA,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,1935895,22.0
Bronze,3,2024-08-03,Kaylee McKEOWN,AUS,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,1946198,23.0
Gold,1,2024-08-03,Katie LEDECKY,USA,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,1935938,27.0
Silver,2,2024-08-03,Ariarne TITMUS,AUS,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,1946150,23.0
Bronze,3,2024-08-03,Paige MADDEN,USA,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,1935943,25.0
Gold,1,2024-08-03,CHEN Meng,CHN,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--,1902307,30.0
Silver,2,2024-08-03,SUN Yingsha,CHN,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--,1902313,23.0
Bronze,3,2024-08-03,Hina HAYATA,JPN,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000200--,1931100,24.0
Gold,1,2024-08-03,EBDEN/PEERS,AUS,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--,TENMDOUBLES-AUS02,
Silver,2,2024-08-03,KRAJICEK/RAM,USA,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--,TENMDOUBLES-USA02,
Bronze,3,2024-08-03,FRITZ/PAUL,USA,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000200--,TENMDOUBLES-USA01,
Bronze,3,2024-08-03,Lorenzo MUSETTI,ITA,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000200--,1562400,22.0
Gold,1,2024-08-03,ZHENG Qinwen,CHN,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000100--,1927709,21.0
Silver,2,2024-08-03,Donna VEKIC,CRO,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000100--,1554972,28.0
Gold,1,2024-08-04,KIM Woojin,KOR,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000100--,1902135,32.0
Silver,2,2024-08-04,Brady ELLISON,USA,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000100--,1955595,35.0
Bronze,3,2024-08-04,LEE Wooseok,KOR,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000200--,1902144,26.0
Gold,1,2024-08-04,LIU Yang,CHN,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,1918856,29.0
Silver,2,2024-08-04,ZOU Jingyuan,CHN,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,1918865,26.0
Bronze,3,2024-08-04,Eleftherios PETROUNIAS,GRE,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,1961314,33.0
Gold,1,2024-08-04,Carlos Edriel YULO,PHI,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,1975874,24.0
Silver,2,2024-08-04,Artur DAVTYAN,ARM,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,1915828,31.0
Bronze,3,2024-08-04,Harry HEPWORTH,GBR,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,1904740,20.0
Gold,1,2024-08-04,Kaylia NEMOUR,ALG,W,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,1545688,17.0
